time_start_s,client_ip,server_ip,server_port,anomaly_score,duration_s,packets_total,bytes_wire_total,ja4_alpn,ja4_has_sni,tls_client_hello_c2s
1695923957.717,141.98.80.158,10.10.20.147,51017,0.934833,0.000113,2,108,-,0,0
1695923959.304,10.10.20.147,141.98.80.158,443,0.9561342,0.0,1,54,-,0,0
1695923922.451,10.10.20.147,141.98.80.158,443,0.9561342,0.0,1,54,-,0,0
1695923963.163,10.10.20.147,141.98.80.158,443,0.99862826,1.165081,27,13806,-,1,1
1695916929.361,20.195.152.132,10.10.20.147,50891,0.90391237,0.03541,3,208,-,0,0
1695923920.452,10.10.20.147,141.98.80.158,443,0.99862826,1.998646,28,13903,-,1,1
1695923964.329,10.10.20.147,141.98.80.158,443,0.9561342,0.0,1,54,-,0,0
1695923849.141,10.10.20.147,141.98.80.158,443,0.99886465,1.129066,29,13999,-,1,1
1695923964.381,141.98.80.158,10.10.20.147,51021,0.9354991,0.000194,2,108,-,0,0
1695923968.726,141.98.80.158,10.10.20.147,51023,0.9721113,0.000241,2,108,-,0,0
1695923968.888,10.10.20.147,141.98.80.158,443,0.9988871,1.019522,29,14042,-,1,1
1695923969.909,10.10.20.147,141.98.80.158,443,0.9561342,0.0,1,54,-,0,0
1695923970.922,141.98.80.158,10.10.20.147,51026,0.9471981,7.6e-05,2,108,-,0,0
1695913209.226,10.10.20.147,157.245.106.203,443,0.9967347,67.332767,14,3014,-,1,1
